snapshot_date,sites,owners,countries,current_h100e,current_capital_cost_busd,chip_rows,chip_rows_company_disclosed,cooling_equipment_rows,cooling_equipment_usable,timeline_sites_excluded
2026-08-06,77,17,8,12934581.692,458.945344,219,16,670,669,DayOne Kempas; EdgeCore Mesa PH03
