source,source_url,window_first_quarter,window_last_quarter,quarters_charted,designers_tracked,designer_names,chip_types_charted,partial_quarter,partial_designer_rows_excluded,partial_chip_rows_excluded,partial_designers_present,partial_missing_designers,median_additivity_grain_pct,median_additivity_cumulative_pct,share_identity_max_abs_error_pct,share_sum_max_abs_error_pct,cumulative_supply_max_abs_error,ai_total_cost_usd_last_quarter,ai_total_cost_usd_cumulative,nvidia_share_of_ai_cost_last_quarter_pct,hbm_share_of_ai_cost_last_quarter_pct,ai_logic_share_of_supply_last_quarter_pct,ai_cowos_share_of_supply_last_quarter_pct,ai_hbm_share_of_supply_last_quarter_pct
"Epoch AI, AI Chip Components (CC-BY)",https://epoch.ai/data/ai-chip-components,Q1 2024,Q4 2025,8,4,"NVIDIA, Google, Amazon, AMD",16,Q1 2026,3,7,"AMD, Amazon, Google","NVIDIA, Other",0.7093,0.4389,2.842170943e-14,1.421085472e-14,9.536743164e-07,1.735694826e+10,7.421628216e+10,77.38739334,63.42429434,11.68869296,84.32808911,96.56598206
